,network,id,address,balance,contract,createdAt,dao
5607,mainnet,0xe3051c3702a17aeab5a40bbc561762aca9bdd420d8c6f248bfabb93bd7f18589,0xd8f4bbb43850bf026974d721130bafbbf66b94f6,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561035836,0x6bee9b81e434f7afce72a43a4016719315069539
5608,mainnet,0xe307b36cad69d1b61df9c240898a3dbc421913fbd3c815e167502b3f91aa8b53,0xb1c705786657b55ab318c3c1ff26eba992159c2a,100000000000000000000,0x83292075bb0aa563d082040126ff5879dfdd1f8a,1567715746,0x440583455bcd85ab2bd429c015d3aabcae135f0a
5609,mainnet,0xe320973cfd9e334bdbc2ff4620d7f7c7295a56894a36dcb1abe45108938a2d9e,0x43b3588856ac370a6c152edb0b717c089915b9b0,30000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561034923,0x6bee9b81e434f7afce72a43a4016719315069539
5610,mainnet,0xe32655537cab98bc2f43ef947deba2d200ca25bedade95fbfc94f2354eb81f7c,0xe4798421a171dc2a2992cf2e8991ee6d59d2ba1d,150000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561036811,0x6bee9b81e434f7afce72a43a4016719315069539
5611,mainnet,0xe339f4ec519c0eee496fb6d4a83c11fbe179d4f36541d2674db9dfd9dd741c01,0xa606dcac594dfa9323a54cf298bdb807e50e980d,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561033635,0x6bee9b81e434f7afce72a43a4016719315069539
5612,mainnet,0xe352a41fb1d9cce2e2610d18d32fec0ec1f5c24efd7fa09abceaf01244365a0f,0xeb0c4f040ff0e2278bb2c14b7cc9c357467c83e3,28978000000000000000000,0x53757c07fa372d1ac873c701dccfd1ebcc563e0e,1583472751,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6
5613,mainnet,0xe352cd6d9db36e7df1f6708b9a9a77a9e5d07cc326519f81c8be5042dc965a24,0x74db87efa4f6e4e4570bc66721530d13b3e83dff,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561033735,0x6bee9b81e434f7afce72a43a4016719315069539
5614,mainnet,0xe35d1b7b94b95811650234169ba2dd589e6e68972b0cc9f05a1e59d86b337542,0xd3f1fdcbaa854a766d30b5774e06d977787212f9,150000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561035740,0x6bee9b81e434f7afce72a43a4016719315069539
5615,mainnet,0xe35eed6a080a39f9bc6a19ceb1958b25b5d82c26e989ed7c71c0b8016ef2e1dd,0x41ade1cd005741bd093b4df7391fdd8347dc42ee,30000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561037978,0x6bee9b81e434f7afce72a43a4016719315069539
5616,mainnet,0xe36e665a413833e3db0fb585bbddc9475ca902d33441d39715b92cee5db7bf86,0x7f5f79c034e9781c03c4b4412e1f99ae9b413658,30000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561047095,0x6bee9b81e434f7afce72a43a4016719315069539
5617,mainnet,0xe37eb8250c1a1e04c3f8b43ff65e08f32aa0aec062a7e98b4a6c9cc112640550,0xd3a23f1c52345d35b16f0d3db3014229ebd44fbd,50000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561034652,0x6bee9b81e434f7afce72a43a4016719315069539
